epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,861.974,1.1442,1.72049,0.95054,1.05877,0.96052,0.95926,0.98887,0.66879,0.95577,0.96051,0.989,0.56422,1.15714,1.67777,0.81057,1.04468,0.0007624,0.0007624,0.0007624
14,924.596,1.08726,1.68467,0.91732,1.01651,0.9603,0.93704,0.98713,0.67361,0.96709,0.94074,0.98837,0.55977,1.11485,1.61735,0.81582,1.03388,0.0007426,0.0007426,0.0007426
15,986.701,1.08191,1.72304,0.95595,1.05076,0.96316,0.96834,0.99192,0.67013,0.96645,0.96014,0.9908,0.57469,1.13132,1.65274,0.85184,1.05207,0.0007228,0.0007228,0.0007228
16,1050.2,1.07561,1.66887,0.88668,1.02919,0.9571,0.97407,0.98983,0.67591,0.9664,0.95556,0.99086,0.58228,1.08878,1.57507,0.81219,1.03288,0.000703,0.000703,0.000703
17,1113.65,1.05392,1.6128,0.85654,1.02837,0.94496,0.95382,0.97573,0.66535,0.95168,0.94824,0.97915,0.57206,1.09857,1.55196,0.80583,1.04252,0.0006832,0.0006832,0.0006832
18,1175.79,1.03365,1.6038,0.88723,1.02204,0.95561,0.95681,0.98041,0.67928,0.95191,0.95311,0.98035,0.58999,1.07921,1.52563,0.77645,1.02363,0.0006634,0.0006634,0.0006634
19,1236.82,1.04621,1.61888,0.86068,1.03301,0.97769,0.97385,0.98829,0.68474,0.97019,0.96436,0.98629,0.60005,1.05975,1.52551,0.75927,1.01296,0.0006436,0.0006436,0.0006436
20,1299.73,1.03302,1.54746,0.85311,1.01336,0.9711,0.98148,0.99312,0.6898,0.97872,0.97407,0.99219,0.59006,1.06866,1.51992,0.73521,1.01397,0.0006238,0.0006238,0.0006238
21,1364,1.05261,1.62905,0.83097,1.01073,0.9776,0.98519,0.99237,0.69053,0.9718,0.97778,0.98917,0.58032,1.06172,1.50038,0.72299,1.00998,0.000604,0.000604,0.000604
22,1427.23,1.0645,1.6582,0.82594,1.02028,0.97375,0.98148,0.99118,0.69908,0.97275,0.97037,0.98672,0.58464,1.05025,1.47346,0.71897,1.00572,0.0005842,0.0005842,0.0005842
23,1488.77,1.0204,1.56296,0.81271,1.01795,0.97069,0.98123,0.99238,0.69348,0.96678,0.96995,0.98742,0.61183,1.05513,1.45962,0.7124,1.01084,0.0005644,0.0005644,0.0005644
24,1551.81,1.07906,1.67736,0.84549,1.02083,0.95941,0.98889,0.9926,0.69465,0.95679,0.98519,0.98767,0.6063,1.05398,1.45341,0.71265,1.00655,0.0005446,0.0005446,0.0005446
25,1614.44,1.0016,1.54745,0.80185,0.9797,0.97466,0.98889,0.99206,0.70037,0.96034,0.98653,0.99025,0.56686,1.0461,1.44719,0.70355,0.9991,0.0005248,0.0005248,0.0005248
26,1679.47,1.02236,1.5825,0.772,0.99525,0.9745,0.99068,0.99226,0.68815,0.97085,0.98698,0.99211,0.55212,1.07992,1.43011,0.70961,1.00473,0.000505,0.000505,0.000505
27,1749.26,0.9938,1.545,0.78045,1.0019,0.9779,0.98347,0.99286,0.69476,0.97422,0.97977,0.99193,0.56345,1.06221,1.41551,0.70214,1.00242,0.0004852,0.0004852,0.0004852
28,1818.21,1.03577,1.5853,0.78348,0.99366,0.98159,0.98716,0.9939,0.71015,0.9779,0.98346,0.99361,0.60519,1.01829,1.42358,0.69928,1.00178,0.0004654,0.0004654,0.0004654
29,1880.22,0.92729,1.37473,0.75491,0.98245,0.97801,0.98823,0.99347,0.71067,0.97434,0.98453,0.99318,0.60758,1.01161,1.41692,0.69228,0.99812,0.0004456,0.0004456,0.0004456
30,1945.17,1.03799,1.57012,0.78059,0.9972,0.97094,0.99259,0.99337,0.71248,0.96713,0.98889,0.99296,0.59359,1.019,1.41419,0.6893,0.99947,0.0004258,0.0004258,0.0004258
31,2013.67,1.02816,1.57934,0.7678,0.99963,0.97456,0.98519,0.99367,0.71775,0.9707,0.98155,0.9932,0.57871,1.02751,1.41303,0.68941,1.00181,0.000406,0.000406,0.000406
32,2077.91,0.99051,1.54814,0.76155,1.00138,0.98415,0.98519,0.99444,0.7106,0.98045,0.98148,0.99405,0.58978,1.01809,1.3974,0.68669,1.0035,0.0003862,0.0003862,0.0003862
33,2142.59,0.94793,1.47444,0.76914,0.98922,0.98404,0.98519,0.99383,0.71254,0.97775,0.9766,0.99171,0.60743,1.01309,1.38468,0.68163,1.00182,0.0003664,0.0003664,0.0003664
34,2206.54,0.96596,1.51168,0.77265,1.00066,0.97969,0.98519,0.99372,0.71848,0.97593,0.98148,0.99343,0.60587,1.00191,1.39607,0.67626,0.99212,0.0003466,0.0003466,0.0003466
35,2271.55,0.91129,1.40049,0.74847,0.97399,0.98161,0.98871,0.99448,0.71516,0.97794,0.98501,0.99426,0.59786,1.00497,1.41728,0.66994,0.99141,0.0003268,0.0003268,0.0003268
