epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,756.266,1.16032,1.64894,0.87738,1.00566,0.97607,0.94815,0.99056,0.6327,0.96532,0.92777,0.97862,0.51506,1.25338,1.98557,1.07224,1.06744,0.000604,0.000604,0.000604
22,789.187,1.11054,1.61001,0.89563,1.01064,0.97343,0.95926,0.98951,0.64047,0.97499,0.96296,0.98935,0.54895,1.23322,1.80726,0.99121,1.06825,0.0005842,0.0005842,0.0005842
23,822.886,1.21862,1.84659,0.86179,0.99266,0.97716,0.95926,0.98886,0.65384,0.96868,0.95556,0.98117,0.5555,1.18554,1.70174,0.94472,1.07151,0.0005644,0.0005644,0.0005644
24,856.86,1.15987,1.75323,0.83352,0.98375,0.97716,0.95926,0.98886,0.65384,0.96868,0.95556,0.98117,0.5555,1.18554,1.70174,0.94472,1.07151,0.0005446,0.0005446,0.0005446
25,890.84,1.1502,1.74356,0.84395,0.99455,0.97203,0.97778,0.99313,0.671,0.96467,0.97037,0.98936,0.57042,1.13179,1.63377,0.88922,1.0537,0.0005248,0.0005248,0.0005248
26,923.674,1.15438,1.70498,0.85867,1.01736,0.97203,0.97778,0.99313,0.671,0.96467,0.97037,0.98936,0.57042,1.13179,1.63377,0.88922,1.0537,0.000505,0.000505,0.000505
27,958.518,1.12636,1.73904,0.83224,1.00979,0.98083,0.98519,0.99368,0.6854,0.97043,0.97249,0.98733,0.57625,1.09683,1.60879,0.84788,1.0358,0.0004852,0.0004852,0.0004852
28,994.034,1.16198,1.68511,0.82751,0.99245,0.9834,0.98148,0.99415,0.69359,0.97969,0.97778,0.99335,0.56904,1.06835,1.58602,0.80587,1.02015,0.0004654,0.0004654,0.0004654
29,1027.96,1.10172,1.72282,0.81809,0.98734,0.9834,0.98148,0.99415,0.69359,0.97969,0.97778,0.99335,0.56904,1.06835,1.58602,0.80587,1.02015,0.0004456,0.0004456,0.0004456
30,1060.28,1.06428,1.58221,0.80353,0.97446,0.99333,0.97778,0.99438,0.69265,0.98204,0.96667,0.98849,0.57155,1.06521,1.55808,0.78613,1.01358,0.0004258,0.0004258,0.0004258
31,1095.12,1.08533,1.59134,0.78975,0.969,0.9925,0.97997,0.99427,0.70135,0.98876,0.97781,0.99351,0.57588,1.05061,1.50801,0.76785,1.01253,0.000406,0.000406,0.000406
32,1128.15,1.06813,1.54923,0.82568,0.98057,0.9925,0.97997,0.99427,0.70135,0.98876,0.97781,0.99351,0.57588,1.05061,1.50801,0.76785,1.01253,0.0003862,0.0003862,0.0003862
33,1160.85,1.08373,1.64567,0.80703,0.97527,0.98877,0.9784,0.99398,0.69757,0.98877,0.9784,0.99398,0.576,1.04293,1.47628,0.75512,1.01286,0.0003664,0.0003664,0.0003664
34,1194.58,1.07267,1.6178,0.78577,0.9582,0.98877,0.9784,0.99398,0.69757,0.98877,0.9784,0.99398,0.576,1.04293,1.47628,0.75512,1.01286,0.0003466,0.0003466,0.0003466
35,1227.56,1.05202,1.51978,0.78677,0.98498,0.98501,0.97335,0.99325,0.69918,0.97751,0.96594,0.99182,0.57386,1.04208,1.46001,0.74417,1.01066,0.0003268,0.0003268,0.0003268
36,1260.15,1.05012,1.46642,0.79278,0.99002,0.98177,0.97037,0.99315,0.70114,0.97387,0.96621,0.99219,0.57386,1.0351,1.45287,0.73444,1.00683,0.000307,0.000307,0.000307
37,1294.73,1.10317,1.6589,0.7898,0.97835,0.98177,0.97037,0.99315,0.70114,0.97387,0.96621,0.99219,0.57386,1.0351,1.45287,0.73444,1.00683,0.0002872,0.0002872,0.0002872
38,1327.03,1.07384,1.5834,0.80114,0.98571,0.98223,0.97037,0.99354,0.70634,0.98501,0.9738,0.99398,0.58175,1.02671,1.452,0.73075,1.00211,0.0002674,0.0002674,0.0002674
39,1361.79,1.18349,1.80078,0.79595,0.96853,0.98174,0.97037,0.99385,0.70761,0.97489,0.97037,0.99132,0.5868,1.02059,1.44808,0.73277,0.99761,0.0002476,0.0002476,0.0002476
40,1397.21,1.07915,1.55436,0.76876,0.98402,0.98174,0.97037,0.99385,0.70761,0.97489,0.97037,0.99132,0.5868,1.02059,1.44808,0.73277,0.99761,0.0002278,0.0002278,0.0002278
41,1424.94,1.08334,1.66984,1.01751,0.98954,0.97487,0.97407,0.99387,0.7124,0.97487,0.97407,0.99237,0.5963,1.02108,1.44093,0.73314,0.99831,0.000208,0.000208,0.000208
42,1452.15,1.04705,1.59005,0.92614,0.99533,0.97487,0.97407,0.99387,0.7124,0.97487,0.97407,0.99237,0.5963,1.02108,1.44093,0.73314,0.99831,0.0001882,0.0001882,0.0001882
43,1479.22,1.06984,1.64456,0.94873,0.99705,0.98076,0.97778,0.99368,0.7082,0.98448,0.98148,0.99411,0.60567,1.02093,1.44359,0.73549,0.99756,0.0001684,0.0001684,0.0001684
44,1506.06,1.00597,1.50387,0.88219,0.97188,0.98374,0.98148,0.9935,0.70772,0.98745,0.98519,0.99377,0.61757,1.02574,1.44973,0.74233,0.99747,0.0001486,0.0001486,0.0001486
45,1532.33,0.9981,1.49475,0.85637,1.00587,0.98374,0.98148,0.9935,0.70772,0.98745,0.98519,0.99377,0.61757,1.02574,1.44973,0.74233,0.99747,0.0001288,0.0001288,0.0001288
46,1559.18,0.99795,1.45564,0.85447,0.97695,0.97403,0.98148,0.99331,0.7072,0.98299,0.98148,0.99365,0.62046,1.02761,1.45419,0.74404,0.99563,0.000109,0.000109,0.000109
47,1586.25,1.0344,1.49318,0.87214,0.97859,0.97773,0.97561,0.99306,0.7027,0.97773,0.97561,0.99329,0.6141,1.02548,1.45937,0.74518,0.99429,8.92e-05,8.92e-05,8.92e-05
48,1613.07,1.02501,1.51505,0.86214,0.98512,0.97773,0.97561,0.99306,0.7027,0.97773,0.97561,0.99329,0.6141,1.02548,1.45937,0.74518,0.99429,6.94e-05,6.94e-05,6.94e-05
49,1639.68,1.03821,1.57073,0.88482,0.99422,0.97779,0.97812,0.99302,0.70279,0.97776,0.97706,0.99344,0.6052,1.01591,1.45998,0.74369,0.99167,4.96e-05,4.96e-05,4.96e-05
50,1666.77,1.05587,1.5437,0.8797,0.98006,0.97779,0.97812,0.99302,0.70279,0.97776,0.97706,0.99344,0.6052,1.01591,1.45998,0.74369,0.99167,2.98e-05,2.98e-05,2.98e-05
