epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,9268.81,0.06406,0.09898,0.53443,0.64307,0.98726,0.9606,0.9907,0.71728,0.98432,0.95872,0.98279,0.59454,0.06172,0.09108,0.49643,0.65901,0.0002872,0.0002872,0.0002872
74,9420.53,0.06384,0.09748,0.52353,0.63277,0.98465,0.96261,0.99125,0.71773,0.98273,0.96073,0.98977,0.59632,0.06174,0.09055,0.49171,0.66139,0.0002773,0.0002773,0.0002773
75,9566.93,0.06267,0.09687,0.52521,0.63394,0.98468,0.96442,0.99126,0.72326,0.98276,0.96259,0.99045,0.60431,0.06202,0.0904,0.49366,0.66051,0.0002674,0.0002674,0.0002674
76,9711.09,0.06261,0.09343,0.52606,0.63352,0.98338,0.96623,0.99137,0.71744,0.98147,0.96435,0.98797,0.60203,0.06264,0.09047,0.49952,0.66608,0.0002575,0.0002575,0.0002575
77,9856.36,0.06157,0.09244,0.51552,0.62264,0.98286,0.96833,0.99143,0.71551,0.98096,0.96645,0.98979,0.60042,0.06206,0.09107,0.49027,0.66415,0.0002476,0.0002476,0.0002476
78,9997.39,0.06148,0.09325,0.51448,0.63417,0.98104,0.97073,0.99158,0.72292,0.97914,0.96885,0.98909,0.60663,0.0611,0.09113,0.48931,0.65806,0.0002377,0.0002377,0.0002377
79,10140.9,0.06228,0.09353,0.51357,0.62937,0.97778,0.97186,0.99119,0.71978,0.98046,0.97373,0.99086,0.60223,0.06208,0.09071,0.49748,0.66203,0.0002278,0.0002278,0.0002278
80,10282,0.06336,0.09697,0.52136,0.6318,0.98664,0.97021,0.99113,0.71973,0.98474,0.96834,0.99007,0.6046,0.06215,0.09147,0.48971,0.66215,0.0002179,0.0002179,0.0002179
81,10417.4,0.0616,0.09442,0.5166,0.62749,0.98797,0.97373,0.99129,0.71808,0.98797,0.97373,0.98953,0.60276,0.06187,0.09055,0.48621,0.66119,0.000208,0.000208,0.000208
82,10561.7,0.06252,0.09479,0.5171,0.63112,0.98743,0.97373,0.99082,0.71229,0.98743,0.97373,0.98551,0.59493,0.06254,0.09071,0.48836,0.6679,0.0001981,0.0001981,0.0001981
83,10705.9,0.06147,0.09378,0.51573,0.63295,0.99043,0.9705,0.99067,0.7174,0.99234,0.97237,0.99002,0.6054,0.06196,0.09152,0.4842,0.66162,0.0001882,0.0001882,0.0001882
84,10853.9,0.06153,0.09482,0.51644,0.62898,0.98851,0.96827,0.99071,0.72163,0.98851,0.96827,0.98816,0.61153,0.06173,0.09071,0.48396,0.65831,0.0001783,0.0001783,0.0001783
85,10999.6,0.06392,0.09591,0.52385,0.63262,0.98851,0.96879,0.99075,0.71595,0.98851,0.96879,0.98929,0.60738,0.06207,0.08982,0.48953,0.6629,0.0001684,0.0001684,0.0001684
86,11138.7,0.06178,0.09328,0.51302,0.63227,0.98848,0.96558,0.99075,0.71275,0.9904,0.96746,0.9896,0.60032,0.06214,0.08974,0.48684,0.66401,0.0001585,0.0001585,0.0001585
87,11280.8,0.06364,0.09591,0.51418,0.63393,0.98564,0.96623,0.99017,0.72235,0.98755,0.96811,0.99065,0.6097,0.06142,0.08929,0.48169,0.65702,0.0001486,0.0001486,0.0001486
88,11418.5,0.06191,0.09489,0.50859,0.63372,0.98947,0.96623,0.99034,0.71773,0.99139,0.96811,0.99073,0.6074,0.06159,0.08984,0.48239,0.65757,0.0001387,0.0001387,0.0001387
89,11557.6,0.06134,0.09313,0.50868,0.63285,0.99036,0.96373,0.99117,0.71642,0.99036,0.96373,0.98897,0.60072,0.06222,0.09082,0.48565,0.66301,0.0001288,0.0001288,0.0001288
90,11698.3,0.06101,0.0927,0.50231,0.62516,0.98849,0.96248,0.99126,0.71679,0.98849,0.96248,0.98928,0.60435,0.06162,0.09046,0.48275,0.65948,0.0001189,0.0001189,0.0001189
91,11814.7,0.06176,0.09482,0.55118,0.64884,0.97917,0.9702,0.99079,0.71775,0.98106,0.97208,0.98847,0.60799,0.06186,0.09027,0.48672,0.66001,0.000109,0.000109,0.000109
92,11927.8,0.06266,0.09344,0.55706,0.64849,0.98304,0.95872,0.99038,0.71096,0.98496,0.9606,0.9862,0.60504,0.0624,0.09094,0.49209,0.66317,9.91e-05,9.91e-05,9.91e-05
93,12040.6,0.06147,0.09426,0.54517,0.64221,0.98086,0.96134,0.98984,0.70286,0.98277,0.96321,0.98388,0.60221,0.06337,0.09189,0.50311,0.66869,8.92e-05,8.92e-05,8.92e-05
94,12155.5,0.06194,0.09522,0.54424,0.63968,0.97909,0.96655,0.9899,0.70387,0.98099,0.96843,0.98373,0.60386,0.06367,0.09236,0.50844,0.66848,7.93e-05,7.93e-05,7.93e-05
95,12270.6,0.06125,0.09319,0.5433,0.64512,0.979,0.96811,0.99043,0.70621,0.98095,0.96998,0.98454,0.60147,0.06314,0.09256,0.50716,0.66382,6.94e-05,6.94e-05,6.94e-05
96,12383.6,0.05903,0.0911,0.51537,0.64538,0.97708,0.96998,0.99038,0.70921,0.97897,0.97186,0.98553,0.60062,0.0627,0.09209,0.50487,0.6614,5.95e-05,5.95e-05,5.95e-05
97,12492.9,0.06022,0.09263,0.5264,0.64486,0.97345,0.97373,0.99052,0.70748,0.97533,0.97561,0.98821,0.60537,0.06238,0.09137,0.50531,0.66102,4.96e-05,4.96e-05,4.96e-05
98,12603.4,0.05871,0.08984,0.51537,0.64392,0.97196,0.97557,0.99059,0.708,0.97383,0.97739,0.98831,0.60209,0.06246,0.09099,0.50254,0.66205,3.97e-05,3.97e-05,3.97e-05
99,12712.4,0.06044,0.09293,0.52842,0.63429,0.9679,0.97936,0.99053,0.70674,0.96976,0.98124,0.98859,0.59992,0.06248,0.09093,0.50253,0.66348,2.98e-05,2.98e-05,2.98e-05
100,12823.2,0.0591,0.09137,0.51651,0.64064,0.98141,0.96623,0.99046,0.70793,0.98332,0.96811,0.98874,0.59969,0.06244,0.09091,0.50243,0.66321,1.99e-05,1.99e-05,1.99e-05
