epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,1031.29,1.09434,1.63488,0.81247,0.97411,0.9776,0.96991,0.99254,0.68772,0.98095,0.97407,0.99326,0.59281,1.0852,1.50596,0.83033,1.03972,0.0004258,0.0004258,0.0004258
31,1063.6,1.11138,1.69524,0.83861,0.98508,0.98478,0.97778,0.99395,0.68999,0.98105,0.97407,0.9933,0.57358,1.0738,1.47945,0.81637,1.02197,0.000406,0.000406,0.000406
32,1096.32,1.11554,1.62484,0.82742,0.97837,0.98478,0.97778,0.99395,0.68999,0.98105,0.97407,0.9933,0.57358,1.0738,1.47945,0.81637,1.02197,0.0003862,0.0003862,0.0003862
33,1128,1.02861,1.45705,0.81342,0.9872,0.9814,0.97696,0.99315,0.69236,0.97721,0.97407,0.99254,0.56504,1.06692,1.47286,0.80259,1.01184,0.0003664,0.0003664,0.0003664
34,1162.43,1.09296,1.62416,0.7909,0.96824,0.9814,0.97696,0.99315,0.69236,0.97721,0.97407,0.99254,0.56504,1.06692,1.47286,0.80259,1.01184,0.0003466,0.0003466,0.0003466
35,1197.41,1.10176,1.63515,0.83259,1.00526,0.98146,0.98011,0.99315,0.70032,0.97775,0.97661,0.99262,0.5764,1.04914,1.46476,0.79141,1.00537,0.0003268,0.0003268,0.0003268
36,1234.13,1.13069,1.62419,0.83862,0.99806,0.97031,0.96848,0.9915,0.70334,0.97404,0.97259,0.99192,0.58776,1.03939,1.46138,0.78264,1.00626,0.000307,0.000307,0.000307
37,1269.23,1.11713,1.64334,0.79741,0.97721,0.97031,0.96848,0.9915,0.70334,0.97404,0.97259,0.99192,0.58776,1.03939,1.46138,0.78264,1.00626,0.0002872,0.0002872,0.0002872
38,1304.23,1.09318,1.61966,0.79526,0.9717,0.97739,0.96048,0.99166,0.70208,0.97039,0.97101,0.99176,0.58904,1.03576,1.4507,0.77496,1.00605,0.0002674,0.0002674,0.0002674
39,1338.68,1.14914,1.63312,0.79319,0.95515,0.98477,0.95813,0.99117,0.70231,0.97303,0.96296,0.99201,0.5965,1.03692,1.44189,0.77185,1.00502,0.0002476,0.0002476,0.0002476
40,1370.67,1.0583,1.51086,0.78888,0.96978,0.98477,0.95813,0.99117,0.70231,0.97303,0.96296,0.99201,0.5965,1.03692,1.44189,0.77185,1.00502,0.0002278,0.0002278,0.0002278
41,1399.69,1.01794,1.51747,0.92189,1.00838,0.97125,0.96296,0.99186,0.70228,0.97125,0.96296,0.99225,0.5986,1.0311,1.43956,0.76162,1.00206,0.000208,0.000208,0.000208
42,1428.13,1.05526,1.60182,0.9778,1.00154,0.97125,0.96296,0.99186,0.70228,0.97125,0.96296,0.99225,0.5986,1.0311,1.43956,0.76162,1.00206,0.0001882,0.0001882,0.0001882
43,1456.06,1.0692,1.64766,0.99794,0.99315,0.97682,0.96296,0.99214,0.69966,0.97682,0.96296,0.99248,0.59829,1.02321,1.44346,0.75835,0.99688,0.0001684,0.0001684,0.0001684
44,1483.5,1.05598,1.5637,0.97421,0.98501,0.98117,0.96486,0.99204,0.70263,0.97391,0.96763,0.99252,0.60728,1.01797,1.45022,0.76305,0.99364,0.0001486,0.0001486,0.0001486
45,1511.88,1.01025,1.59586,0.91512,0.9916,0.98117,0.96486,0.99204,0.70263,0.97391,0.96763,0.99252,0.60728,1.01797,1.45022,0.76305,0.99364,0.0001288,0.0001288,0.0001288
46,1539.6,1.04085,1.55357,0.92695,0.99062,0.98125,0.96909,0.99214,0.70728,0.98125,0.96909,0.99256,0.60695,1.01639,1.44865,0.77036,0.99228,0.000109,0.000109,0.000109
47,1567.46,1.02559,1.55339,0.90942,0.98173,0.97734,0.96296,0.9919,0.70576,0.98129,0.97133,0.99257,0.61044,1.01869,1.44612,0.77467,0.99294,8.92e-05,8.92e-05,8.92e-05
48,1594.22,1.077,1.59365,0.95616,0.99062,0.97734,0.96296,0.9919,0.70576,0.98129,0.97133,0.99257,0.61044,1.01869,1.44612,0.77467,0.99294,6.94e-05,6.94e-05,6.94e-05
49,1621.23,1.01836,1.52983,0.89505,0.97514,0.97748,0.96475,0.99189,0.70635,0.97515,0.97037,0.99272,0.60577,1.01729,1.44398,0.77942,0.99361,4.96e-05,4.96e-05,4.96e-05
50,1647.76,1.05803,1.57658,0.93269,0.96716,0.97748,0.96475,0.99189,0.70635,0.97515,0.97037,0.99272,0.60577,1.01729,1.44398,0.77942,0.99361,2.98e-05,2.98e-05,2.98e-05
