epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,14391.3,0.06132,0.09214,0.5087,0.62578,0.98626,0.97729,0.99311,0.74754,0.98353,0.97446,0.99128,0.61834,0.05896,0.08698,0.47617,0.64559,0.0001288,0.0001288,0.0001288
90,14536.6,0.06146,0.0924,0.50921,0.63202,0.98898,0.97919,0.99316,0.74706,0.98432,0.97446,0.99122,0.61357,0.05864,0.08674,0.47592,0.64595,0.0001189,0.0001189,0.0001189
91,14655.1,0.06252,0.09544,0.56669,0.65101,0.98819,0.97919,0.99285,0.74749,0.98281,0.97256,0.99052,0.62663,0.05861,0.08725,0.48046,0.6448,0.000109,0.000109,0.000109
92,14769.9,0.06203,0.09515,0.5531,0.65504,0.98948,0.97902,0.99275,0.74154,0.98566,0.9752,0.99137,0.63288,0.05977,0.0881,0.48799,0.64788,9.91e-05,9.91e-05,9.91e-05
93,14885,0.06235,0.0941,0.54954,0.64101,0.9885,0.97547,0.99252,0.73291,0.98658,0.97358,0.99129,0.63235,0.06141,0.08945,0.49987,0.65113,8.92e-05,8.92e-05,8.92e-05
94,15000.9,0.06131,0.09468,0.53601,0.65023,0.98765,0.97729,0.99254,0.73329,0.98478,0.97446,0.99133,0.62689,0.06133,0.08959,0.50006,0.65142,7.93e-05,7.93e-05,7.93e-05
95,15117.6,0.05865,0.08986,0.5215,0.6451,0.98456,0.97729,0.99231,0.73763,0.9817,0.97446,0.9913,0.6214,0.06055,0.08946,0.49787,0.6495,6.94e-05,6.94e-05,6.94e-05
96,15233.4,0.0607,0.09277,0.53265,0.6467,0.98194,0.97754,0.99209,0.7385,0.97909,0.9747,0.99125,0.61826,0.06006,0.0891,0.49636,0.64837,5.95e-05,5.95e-05,5.95e-05
97,15353.3,0.05915,0.08998,0.52266,0.64138,0.97925,0.98216,0.99213,0.73979,0.97642,0.97936,0.99124,0.62119,0.05966,0.08867,0.49403,0.64826,4.96e-05,4.96e-05,4.96e-05
98,15473.1,0.05875,0.09086,0.51782,0.63985,0.98057,0.98202,0.99196,0.74174,0.97774,0.97919,0.99128,0.62265,0.0595,0.08854,0.49247,0.64794,3.97e-05,3.97e-05,3.97e-05
99,15593.9,0.05983,0.0903,0.52755,0.63548,0.98076,0.98108,0.99203,0.74255,0.97793,0.97824,0.99143,0.62313,0.05925,0.08845,0.4905,0.64685,2.98e-05,2.98e-05,2.98e-05
100,15716.5,0.0586,0.08987,0.51581,0.64426,0.982,0.98066,0.99213,0.74263,0.98101,0.9777,0.99154,0.62546,0.05901,0.08828,0.48953,0.64585,1.99e-05,1.99e-05,1.99e-05
